Row,session,NVotes,ideal_point,ccode
869,52,72,-0.4631647,MEX
870,53,64,-0.6540874,MEX
871,54,68,-0.4769572,MEX
872,55,67,-0.4675304,MEX
873,56,68,-0.5741138,MEX
874,57,74,-0.3511936,MEX
875,58,76,-0.3066981,MEX
876,59,72,-0.1513581,MEX
877,60,74,-0.1020065,MEX
878,61,90,-0.06057972,MEX
879,62,79,-0.08254503,MEX
880,63,76,-0.09114103,MEX
881,64,68,-0.09125353,MEX
882,65,68,-0.04953546,MEX
883,66,68,-0.03563819,MEX
884,67,69,-0.06558571,MEX
885,68,64,-0.0915455,MEX
886,69,80,-0.1175072,MEX
887,70,73,-0.231038,MEX
888,71,78,-0.1148278,MEX
889,72,90,0.03654825,MEX
890,73,95,0.003485052,MEX
891,74,91,-0.01019728,MEX
892,36,22,0.1502908,BLZ
893,37,67,-0.2531691,BLZ
894,38,135,0.0709214,BLZ
895,39,84,0.2106702,BLZ
896,40,52,0.4370415,BLZ
897,41,109,0.3554178,BLZ
898,42,106,0.3003719,BLZ
899,43,110,0.1951354,BLZ
900,44,26,0.5566407,BLZ
901,45,86,-0.0133243,BLZ
902,46,65,-0.2472762,BLZ
903,47,70,-0.2840066,BLZ
904,48,60,0.04322219,BLZ
905,49,56,0.05222612,BLZ
906,50,78,0.0753474,BLZ
907,51,68,-0.01067433,BLZ
908,52,64,-0.2050787,BLZ
909,53,55,-0.4695921,BLZ
910,54,57,-0.4126379,BLZ
911,55,60,-0.3660217,BLZ
912,56,44,-0.3069086,BLZ
913,57,71,-0.399817,BLZ
914,58,75,-0.563743,BLZ
915,59,70,-0.5054473,BLZ
916,60,71,-0.487796,BLZ
917,61,91,-0.3743724,BLZ
918,62,74,-0.321771,BLZ
919,63,64,-0.3090666,BLZ
920,64,62,-0.3898874,BLZ
921,65,66,-0.5595818,BLZ
922,66,64,-0.3247061,BLZ
923,67,66,-0.4721802,BLZ
924,68,59,-0.4796642,BLZ
925,69,76,-0.4092519,BLZ
926,70,69,-0.4940328,BLZ
927,71,73,-0.3880317,BLZ
928,72,82,-0.4835317,BLZ
929,73,86,-0.3513934,BLZ
930,74,90,-0.2188956,BLZ
931,1,33,0.6427866,GTM
932,2,38,0.3162063,GTM
933,3,78,0.2860135,GTM
934,4,55,0.3540922,GTM
935,5,43,0.4818044,GTM
936,6,23,-0.2774577,GTM
937,7,46,-0.3394996,GTM
938,8,25,-0.4095592,GTM
939,9,27,0.2591634,GTM
940,10,27,-0.09626383,GTM
941,11,60,0.3979505,GTM
942,12,34,-0.1741704,GTM
943,13,33,0.6485108,GTM
944,14,54,0.9154762,GTM
945,15,92,0.908076,GTM
946,16,72,1.019279,GTM
947,17,38,0.8493849,GTM
948,18,30,0.9167981,GTM
949,20,40,1.124472,GTM
950,21,48,0.5203525,GTM
951,22,57,0.6203182,GTM
952,23,50,0.2785253,GTM
953,24,31,0.6359373,GTM
954,25,62,0.8371294,GTM
955,26,108,0.8171909,GTM
956,27,101,0.8114525,GTM
957,28,84,0.7375275,GTM
958,29,70,0.805389,GTM
959,30,48,0.9790767,GTM
960,31,61,1.380323,GTM
961,32,80,1.28368,GTM
962,33,125,1.17856,GTM
963,34,108,1.04603,GTM
964,35,77,1.114995,GTM
965,36,131,1.130578,GTM
966,37,104,0.7576795,GTM
967,38,114,0.5262028,GTM
968,39,132,0.2374165,GTM
969,40,147,0.2538283,GTM
970,41,148,0.2177034,GTM
971,42,133,0.1543787,GTM
972,43,125,-0.1449661,GTM
973,44,111,-0.1497906,GTM
974,45,83,-0.4878595,GTM
975,46,64,-0.4584405,GTM
976,47,71,-0.3173708,GTM
977,48,56,-0.355028,GTM
978,49,52,-0.3323379,GTM
979,50,58,-0.2815724,GTM
980,51,61,0.06571762,GTM
981,52,66,-0.03754671,GTM
982,53,56,-0.02020012,GTM
983,54,64,0.1040797,GTM
984,55,64,0.02903611,GTM
985,56,64,-0.02120013,GTM
986,57,68,0.02788815,GTM
987,58,76,0.1214588,GTM
988,59,72,0.03304898,GTM
989,60,75,-0.000543775,GTM
990,61,90,-0.04424321,GTM
991,62,79,-0.1366785,GTM
992,63,75,-0.1700834,GTM
993,64,68,-0.1945101,GTM
994,65,68,-0.1751305,GTM
995,66,68,-0.218599,GTM
996,67,69,-0.1288366,GTM
997,68,64,-0.1603357,GTM
998,69,79,-0.1834973,GTM
999,70,73,-0.2473697,GTM
1000,71,78,-0.01230002,GTM
1001,72,90,0.03989956,GTM
1002,73,93,0.2197786,GTM
1003,74,91,0.1255557,GTM
1004,1,37,1.378227,HND
1005,2,34,0.9861777,HND
1006,3,88,1.247486,HND
1007,4,39,0.9687023,HND
1008,5,45,1.079748,HND
1009,6,21,0.9505392,HND
1010,7,49,0.208315,HND
1011,8,24,0.9060355,HND
1012,9,24,0.07243163,HND
1013,10,27,0.9110623,HND
1014,11,59,0.9010355,HND
1015,12,31,1.099192,HND
1016,13,33,0.8374801,HND
1017,14,52,1.621676,HND
1018,15,93,0.9287398,HND
1019,16,49,0.8668653,HND
1020,17,44,0.9531783,HND
1021,18,18,1.023349,HND
1022,20,32,1.124282,HND
1023,21,44,0.811559,HND
1024,22,54,0.6769547,HND
1025,23,48,0.9678209,HND
1026,24,34,0.9523799,HND
1027,25,54,0.7193772,HND
1028,26,118,0.6699434,HND
1029,27,88,0.7281311,HND
1030,28,84,0.6988416,HND
1031,29,56,0.9222945,HND
1032,30,56,1.039912,HND
1033,31,27,0.9922359,HND
1034,32,91,0.8565097,HND
1035,33,122,0.7891512,HND
1036,34,117,0.7089524,HND
1037,35,99,0.434778,HND
1038,36,126,0.4438882,HND
1039,37,132,0.2525359,HND
1040,38,133,0.3526113,HND
1041,39,140,0.2292599,HND
1042,40,139,0.2539997,HND
1043,41,136,0.3872871,HND
1044,42,144,0.3791281,HND
1045,43,126,0.3501376,HND
1046,44,104,0.2191652,HND
1047,45,84,0.07672465,HND
1048,46,75,-0.267102,HND
1049,47,71,-0.1275804,HND
1050,48,56,-0.04800284,HND
1051,49,63,-0.2780177,HND
1052,50,79,-0.1100485,HND
1053,51,71,-0.1126413,HND
1054,52,67,-0.1565577,HND
1055,53,41,0.06608336,HND
1056,54,41,-0.5033802,HND
1057,55,63,-0.2830239,HND
1058,56,60,-0.209858,HND
1059,57,72,-0.1928824,HND
1060,58,72,0.241173,HND
1061,59,68,0.07372945,HND
1062,60,65,0.03295741,HND
1063,61,92,-0.03261836,HND
1064,62,79,-0.1282855,HND
1065,63,74,-0.1399024,HND
1066,64,52,-0.1995162,HND
1067,65,68,-0.1770832,HND
1068,66,67,-0.07869722,HND
1069,67,69,0.1145365,HND
1070,68,64,-0.05957654,HND
1071,69,78,-0.003888726,HND
1072,70,72,-0.03553865,HND
1073,71,76,0.03163106,HND
1074,72,88,0.1009919,HND
1075,73,94,0.1980746,HND
1076,74,91,0.1164483,HND
1077,1,36,2.065086,SLV
1078,2,35,1.857462,SLV
1079,3,72,1.284506,SLV
1080,4,37,0.8669718,SLV
1081,5,48,0.6804458,SLV
1082,6,19,0.4715041,SLV
1083,7,48,0.1044114,SLV
1084,8,24,0.6324128,SLV
1085,9,26,-0.1318341,SLV
1086,10,27,-0.03120331,SLV
1087,11,60,0.4560273,SLV
1088,12,34,0.4675738,SLV
1089,13,32,0.8152351,SLV
1090,14,51,0.8212249,SLV
1091,15,85,0.9203716,SLV
1092,16,69,0.9901809,SLV
1093,17,40,1.055796,SLV
1094,18,22,1.164621,SLV
1095,20,39,0.9949369,SLV
1096,21,45,1.016142,SLV
1097,22,39,0.6840326,SLV
1098,23,51,0.4615748,SLV
1099,24,22,0.9500241,SLV
1100,25,41,1.395819,SLV
1101,26,93,0.748593,SLV
1102,27,101,0.9532452,SLV
1103,28,77,0.722598,SLV
1104,29,71,0.838695,SLV
1105,30,61,1.039357,SLV
1106,31,79,0.765408,SLV
1107,32,85,0.90151,SLV
1108,33,110,0.9035402,SLV
1109,34,92,0.1666955,SLV
1110,35,86,0.2720223,SLV
1111,36,130,0.1422361,SLV
1112,37,139,0.07167006,SLV
1113,38,142,0.01717111,SLV
1114,39,141,0.05808626,SLV
1115,40,147,0.2548088,SLV
1116,41,116,0.6770267,SLV
1117,42,127,0.5120813,SLV
1118,43,124,0.3589032,SLV
1119,44,67,0.4504465,SLV
1120,45,84,0.1067029,SLV
1121,46,54,-0.3388122,SLV
1122,47,65,-0.1734497,SLV
1123,48,36,-0.1468479,SLV
1124,49,56,-0.02265348,SLV
1125,50,76,0.03325158,SLV
1126,51,65,-0.0874853,SLV
1127,52,65,-0.2098766,SLV
1128,53,55,-0.2832969,SLV
1129,54,58,-0.3292776,SLV
1130,55,60,-0.3023576,SLV
1131,56,58,-0.3314418,SLV
1132,57,66,-0.3389615,SLV
1133,58,68,-0.02596431,SLV
1134,59,69,-0.1224472,SLV
1135,60,71,-0.09115293,SLV
1136,61,87,-0.1646208,SLV
1137,62,76,-0.1739743,SLV
1138,63,68,-0.04825786,SLV
1139,64,67,-0.2162121,SLV
1140,65,65,-0.1755699,SLV
1141,66,67,-0.06483952,SLV
1142,67,69,-0.01596136,SLV
1143,68,60,-0.363138,SLV
1144,69,79,-0.4800604,SLV
1145,70,68,-0.5072285,SLV
1146,71,77,-0.5292227,SLV
1147,72,87,-0.4569063,SLV
1148,73,93,-0.4872292,SLV
1149,74,91,-0.391638,SLV
1150,1,33,1.993745,NIC
1151,2,37,2.363484,NIC
1152,3,93,1.786418,NIC
1153,4,60,1.104965,NIC
1154,5,41,1.159842,NIC
1155,6,25,1.448833,NIC
1156,7,49,1.147572,NIC
1157,8,25,1.153334,NIC
1158,9,24,0.7376011,NIC
1159,10,27,1.620234,NIC
1160,11,57,0.9727456,NIC
1161,12,34,1.394196,NIC
1162,13,25,1.277377,NIC
1163,14,38,1.668873,NIC
1164,15,85,1.222946,NIC
1165,16,62,1.555716,NIC
1166,17,35,1.275472,NIC
1167,18,23,1.132051,NIC
1168,20,25,1.108401,NIC
1169,21,40,1.057283,NIC
1170,22,51,0.825825,NIC
1171,23,31,1.063597,NIC
1172,24,30,1.148801,NIC
1173,25,59,0.9788887,NIC
1174,26,106,0.9732225,NIC
1175,27,86,0.9853535,NIC
1176,28,87,1.459829,NIC
1177,29,63,1.631119,NIC
1178,30,54,1.853595,NIC
1179,31,71,1.336912,NIC
1180,32,90,1.111511,NIC
1181,33,113,0.9762577,NIC
1182,34,94,-0.6717601,NIC
1183,35,93,-0.7522611,NIC
1184,36,126,-0.7438729,NIC
1185,37,146,-0.7507327,NIC
1186,38,143,-0.6814825,NIC
1187,39,150,-0.7849453,NIC
1188,40,149,-0.8960039,NIC
1189,41,149,-1.090515,NIC
1190,42,143,-0.9938973,NIC
1191,43,134,-0.1721765,NIC
1192,44,109,-0.6965627,NIC
1193,45,83,-0.5708086,NIC
1194,46,74,-0.622502,NIC
1195,47,55,-0.3656176,NIC
1196,48,64,-0.03253885,NIC
1197,49,65,0.01489158,NIC
1198,50,76,-0.03758015,NIC
1199,51,58,-0.109454,NIC
1200,52,62,-0.01891944,NIC
1201,53,57,0.1863249,NIC
1202,54,54,-0.05472071,NIC
1203,55,62,-0.1227604,NIC
1204,56,65,0.283895,NIC
1205,57,62,-0.2624148,NIC
1206,58,74,-0.04942777,NIC
1207,59,70,0.01239513,NIC
1208,60,69,-0.06097493,NIC
1209,61,87,-0.0425663,NIC
1210,62,79,-0.756127,NIC
1211,63,75,-1.008742,NIC
1212,64,66,-1.211935,NIC
1213,65,67,-1.085155,NIC
1214,66,68,-1.530241,NIC
1215,67,69,-1.647284,NIC
1216,68,63,-1.58633,NIC
1217,69,80,-1.29667,NIC
1218,70,73,-1.522454,NIC
1219,71,77,-1.498359,NIC
1220,72,89,-1.328055,NIC
1221,73,93,-1.52829,NIC
1222,74,89,-1.529366,NIC
1223,1,36,2.019166,CRI
1224,2,33,2.249943,CRI
1225,3,66,0.8233209,CRI
1226,4,30,1.072199,CRI
1227,5,43,1.425976,CRI
1228,6,25,1.526274,CRI
1229,7,45,0.6419269,CRI
1230,8,24,0.9107004,CRI
1231,9,30,0.2732561,CRI
1232,10,27,0.2505375,CRI
1233,11,59,0.7327924,CRI
1234,12,32,0.2850562,CRI
1235,13,33,0.8733449,CRI
1236,14,53,0.7966937,CRI
1237,15,96,0.9737566,CRI
1238,16,61,1.04964,CRI
1239,17,43,0.8416178,CRI
1240,18,31,0.7648188,CRI
1241,20,40,0.9594145,CRI
1242,21,43,0.8156805,CRI
1243,22,40,1.093553,CRI
1244,23,33,0.8764488,CRI
1245,24,29,1.025914,CRI
1246,25,47,0.9872534,CRI
1247,26,114,1.212458,CRI
1248,27,100,0.8874182,CRI
1249,28,82,0.9532872,CRI
1250,29,73,1.159916,CRI
1251,30,69,1.417982,CRI
1252,31,87,1.214943,CRI
1253,32,90,0.8127609,CRI
1254,33,113,0.4897741,CRI
1255,34,118,0.2727136,CRI
1256,35,97,0.3746641,CRI
1257,36,126,0.2857429,CRI
1258,37,142,0.3196453,CRI
1259,38,139,0.3479744,CRI
1260,39,143,0.1877612,CRI
1261,40,111,0.5067756,CRI
1262,41,143,0.7242267,CRI
1263,42,140,0.5568846,CRI
1264,43,121,0.4893954,CRI
1265,44,110,0.3137074,CRI
1266,45,79,0.2870206,CRI
1267,46,72,0.0653013,CRI
1268,47,72,0.1696962,CRI
1269,48,62,0.04684121,CRI
1270,49,63,0.01091917,CRI
1271,50,61,-0.02284222,CRI
1272,51,60,-0.1717882,CRI
1273,52,53,-0.1201066,CRI
1274,53,50,-0.133731,CRI
1275,54,61,-0.2243585,CRI
1276,55,60,-0.07576159,CRI
1277,56,63,-0.2870414,CRI
1278,57,72,-0.1890547,CRI
1279,58,76,0.04435309,CRI
1280,59,70,0.01724412,CRI
1281,60,74,-0.03354304,CRI
1282,61,92,-0.2665717,CRI
1283,62,79,-0.14424,CRI
1284,63,75,-0.1005386,CRI
1285,64,67,-0.1747821,CRI
1286,65,68,-0.2475491,CRI
1287,66,68,-0.1498814,CRI
1288,67,69,-0.2080421,CRI
1289,68,64,-0.2004931,CRI
1290,69,80,-0.1895712,CRI
1291,70,73,-0.2397412,CRI
1292,71,77,-0.1741668,CRI
1293,72,90,-0.2166643,CRI
1294,73,95,-0.1195845,CRI
1295,74,89,-0.1513744,CRI
1296,1,36,1.425165,PAN
1297,2,36,0.9446819,PAN
1298,3,96,1.246092,PAN
1299,4,35,1.334185,PAN
1300,5,47,1.022605,PAN
1301,6,13,0.7316533,PAN
1302,7,49,0.6534518,PAN
1303,8,25,1.362438,PAN
1304,9,25,0.9160065,PAN
1305,10,27,1.038828,PAN
1306,11,57,0.7423799,PAN
1307,12,34,0.4538995,PAN
1308,13,32,0.8362397,PAN
1309,14,53,0.4962096,PAN
1310,15,99,0.9067193,PAN
1311,16,74,1.012002,PAN
1312,17,37,0.6203328,PAN
1313,18,31,0.6310997,PAN
1314,20,36,0.8559831,PAN
1315,21,43,0.5265552,PAN
1316,22,45,0.7296264,PAN
1317,23,48,0.6231691,PAN
1318,24,34,0.7855765,PAN
1319,25,62,0.9193374,PAN
1320,26,111,0.6917896,PAN
1321,27,90,0.4954907,PAN
1322,28,64,0.03801028,PAN
1323,29,66,0.5427808,PAN
1324,30,65,0.1527696,PAN
1325,31,77,-0.3406546,PAN
1326,32,84,0.4989172,PAN
1327,33,127,0.3980527,PAN
1328,34,121,0.2460316,PAN
1329,35,102,0.0379501,PAN
1330,36,132,-0.4213364,PAN
1331,37,155,-0.4710572,PAN
1332,38,143,-0.2018772,PAN
1333,39,150,-0.03428134,PAN
1334,40,155,0.1057661,PAN
1335,41,148,0.08362839,PAN
1336,42,141,-0.06693724,PAN
1337,43,133,-0.1737531,PAN
1338,44,108,-0.1559942,PAN
1339,45,14,0.3629252,PAN
1340,46,61,0.5086826,PAN
1341,47,74,0.3211437,PAN
1342,48,65,0.3888044,PAN
1343,49,66,-0.1116262,PAN
1344,50,80,-0.06249262,PAN
1345,51,73,-0.2759734,PAN
1346,52,70,-0.3190799,PAN
1347,53,63,-0.3167254,PAN
1348,54,63,-0.2915238,PAN
1349,55,67,-0.4188319,PAN
1350,56,67,-0.2309087,PAN
1351,57,74,-0.2399346,PAN
1352,58,75,-0.3515857,PAN
1353,59,71,-0.2544056,PAN
1354,60,74,-0.2446121,PAN
1355,61,91,-0.12669,PAN
1356,62,78,-0.0809981,PAN
1357,63,75,-0.02270457,PAN
1358,64,67,0.2176678,PAN
1359,65,67,0.2480143,PAN
1360,66,66,0.2566973,PAN
1361,67,68,0.222167,PAN
1362,68,63,0.1879449,PAN
1363,69,80,0.1069774,PAN
1364,70,73,0.03572769,PAN
1365,71,76,-0.0581216,PAN
1366,72,90,-0.09346865,PAN
1367,73,94,-0.000777725,PAN
1368,74,90,-0.06184836,PAN
1369,1,42,0.2882952,COL
1370,2,35,0.8666591,COL
1371,3,100,0.9224226,COL
1372,4,61,1.07429,COL
1373,5,52,1.087786,COL
1374,6,23,0.7349838,COL
1375,7,49,1.036536,COL
1376,8,24,1.887818,COL
1377,9,30,1.736706,COL
1378,10,27,1.586184,COL
1379,11,59,1.043491,COL
1380,12,34,1.04407,COL
1381,13,33,0.9712763,COL
1382,14,54,1.30769,COL
1383,15,101,1.189705,COL
1384,16,74,0.9341566,COL
1385,17,43,0.9016333,COL
1386,18,29,0.6551509,COL
1387,20,39,0.9253161,COL
1388,21,44,0.8195065,COL
1389,22,57,0.7537971,COL
1390,23,48,0.4827957,COL
1391,24,30,0.9359415,COL
1392,25,65,0.7272453,COL
1393,26,111,0.7519516,COL
1394,27,92,0.7978112,COL
1395,28,77,0.643874,COL
1396,29,70,0.781886,COL
1397,30,68,0.6211437,COL
1398,31,87,0.3140018,COL
1399,32,85,0.3580484,COL
1400,33,125,0.3479716,COL
1401,34,101,0.1328968,COL
1402,35,92,0.4048149,COL
1403,36,132,0.2374966,COL
1404,37,158,0.09118886,COL
1405,38,146,0.1087143,COL
1406,39,150,0.09515137,COL
1407,40,148,0.2242276,COL
1408,41,150,0.1859929,COL
1409,42,140,0.05946156,COL
1410,43,135,0.2940738,COL
1411,44,114,-0.155008,COL
1412,45,84,-0.5843738,COL
1413,46,74,-0.5718303,COL
1414,47,73,-0.5138974,COL
1415,48,63,-0.5133371,COL
1416,49,67,-0.6412951,COL
1417,50,80,-0.5701879,COL
1418,51,73,-0.641151,COL
1419,52,72,-0.749337,COL
1420,53,63,-0.6508136,COL
1421,54,68,-0.4309603,COL
1422,55,67,-0.2650746,COL
1423,56,69,-0.3147039,COL
1424,57,73,-0.2365418,COL
1425,58,74,-0.3391349,COL
1426,59,72,-0.4631405,COL
1427,60,74,-0.5005926,COL
1428,61,90,-0.2894382,COL
1429,62,79,-0.1993145,COL
1430,63,75,-0.1940131,COL
1431,64,67,-0.1403622,COL
1432,65,68,-0.1176581,COL
1433,66,68,-0.07631258,COL
1434,67,69,-0.04148148,COL
1435,68,64,-0.1104474,COL
1436,69,78,-0.1393837,COL
1437,70,72,-0.1837664,COL
1438,71,76,-0.17255,COL
1439,72,89,-0.2376669,COL
1440,73,94,-0.06943607,COL
1441,74,91,0.07463868,COL
1442,1,41,0.6779586,VEN
1443,2,38,0.9173696,VEN
1444,3,102,0.528504,VEN
1445,4,62,0.6313655,VEN
1446,5,53,0.8289686,VEN
1447,6,25,0.9709927,VEN
1448,7,47,0.8895378,VEN
1449,8,25,0.8716136,VEN
1450,9,30,0.6495842,VEN
1451,10,27,0.9276856,VEN
1452,11,60,0.7819236,VEN
1453,12,34,0.8570534,VEN
1454,13,33,0.7814118,VEN
1455,14,54,0.2077861,VEN
1456,15,102,0.1886326,VEN
1457,16,74,0.6661769,VEN
1458,17,45,0.7283902,VEN
1459,18,31,0.7036305,VEN
1460,20,40,0.8104534,VEN
1461,21,48,0.8823818,VEN
1462,22,57,0.7668988,VEN
1463,23,51,0.5080036,VEN
1464,24,44,0.3994205,VEN
1465,25,66,0.5359951,VEN
1466,26,117,0.6286751,VEN
1467,27,99,0.393385,VEN
1468,28,88,0.5521001,VEN
1469,29,73,0.6173537,VEN
1470,30,66,0.4744397,VEN
1471,31,86,0.2380268,VEN
1472,32,85,0.1047334,VEN
1473,33,127,0.1165937,VEN
1474,34,122,0.1334237,VEN
1475,35,103,0.0991049,VEN
1476,36,133,0.02572901,VEN
1477,37,153,-0.1162732,VEN
1478,38,145,-0.1749686,VEN
1479,39,150,-0.1275411,VEN
1480,40,155,-0.1403718,VEN
1481,41,154,-0.0152419,VEN
1482,42,144,-0.03119023,VEN
1483,43,136,-0.01683446,VEN
1484,44,116,-0.1903473,VEN
1485,45,86,-0.3306956,VEN
1486,46,75,-0.4189119,VEN
1487,47,72,-0.2791665,VEN
1488,48,64,-0.2885807,VEN
1489,49,68,-0.5726159,VEN
1490,50,80,-0.3116957,VEN
1491,51,74,-0.3093354,VEN
1492,52,72,-0.2373331,VEN
1493,53,63,-0.415513,VEN
1494,54,67,-0.5103374,VEN
1495,55,67,-0.5103624,VEN
1496,56,68,-0.554175,VEN
1497,57,73,-0.4719105,VEN
1498,58,76,-0.5523366,VEN
1499,59,71,-1.0001,VEN
1500,60,75,-1.120175,VEN
1501,61,92,-1.26872,VEN
1502,62,79,-1.199333,VEN
1503,63,74,-1.313866,VEN
1504,64,68,-1.372799,VEN
1505,65,67,-1.296032,VEN
1506,66,68,-1.82281,VEN
1507,67,69,-1.494596,VEN
1508,68,63,-1.497832,VEN
1509,69,77,-1.358782,VEN
1510,70,69,-1.595652,VEN
1511,71,77,-1.558314,VEN
1512,72,88,-1.582938,VEN
1513,73,94,-1.538688,VEN
1514,74,89,-1.800307,VEN
1515,21,18,0.1782517,GUY
1516,22,46,0.6631019,GUY
1517,23,47,0.1515578,GUY
1518,24,40,0.4783928,GUY
1519,25,65,0.2096793,GUY
1520,26,115,-0.1787172,GUY
1521,27,100,-0.3472549,GUY
1522,28,84,-0.3324705,GUY
1523,29,69,-0.5898781,GUY
1524,30,56,-0.6480163,GUY
1525,31,85,-0.6085932,GUY
1526,32,88,-0.6465104,GUY
1527,33,126,-0.1270951,GUY
1528,34,121,-0.3020658,GUY
1529,35,99,-0.2607765,GUY
1530,36,117,-0.2549543,GUY
1531,37,156,-0.4304036,GUY
1532,38,147,-0.4622732,GUY
1533,39,151,-0.3507281,GUY
1534,40,151,-0.3738497,GUY
1535,41,152,-0.5890813,GUY
1536,42,141,-0.666745,GUY
1537,43,135,-0.7380202,GUY
1538,44,116,-0.715346,GUY
1539,45,86,-0.7530918,GUY
1540,46,75,-0.659047,GUY
1541,47,73,-0.5973538,GUY
1542,48,64,-0.2223884,GUY
1543,49,67,-0.3773151,GUY
1544,50,81,-0.3549515,GUY
1545,51,73,-0.3904336,GUY
1546,52,71,-0.4068365,GUY
1547,53,61,-0.480802,GUY
1548,54,64,-0.4304192,GUY
1549,55,67,-0.4837853,GUY
1550,56,64,-0.4761609,GUY
1551,57,74,-0.4784529,GUY
1552,58,75,-0.636616,GUY
1553,59,72,-0.6577251,GUY
1554,60,73,-0.6109506,GUY
1555,61,92,-0.4708733,GUY
1556,62,79,-0.4726243,GUY
1557,63,70,-0.5368521,GUY
1558,64,66,-0.5359164,GUY
1559,65,66,-0.7644555,GUY
1560,66,64,-0.644182,GUY
1561,67,69,-0.6963937,GUY
1562,68,62,-0.7270717,GUY
1563,69,80,-0.7624163,GUY
1564,70,72,-0.7402528,GUY
1565,71,77,-0.5632527,GUY
1566,72,86,-0.7082038,GUY
1567,73,93,-0.2726342,GUY
1568,74,89,-0.2434637,GUY
1569,30,5,0.427128,SUR
1570,31,85,0.4357274,SUR
1571,32,88,0.5940942,SUR
1572,33,123,0.4579354,SUR
1573,34,117,0.1641642,SUR
1574,35,94,0.1333373,SUR
1575,36,129,-0.1259468,SUR
1576,37,145,-0.2208188,SUR
1577,38,145,-0.09775911,SUR
1578,39,144,-0.2324181,SUR
1579,40,149,-0.2179522,SUR
1580,41,152,-0.3183074,SUR
1581,42,124,-0.4724248,SUR
1582,43,108,-0.3694257,SUR
1583,44,116,-0.4585641,SUR
1584,45,86,-0.5104548,SUR
1585,46,75,-0.6074343,SUR
1586,47,74,-0.3579848,SUR
1587,48,65,-0.4266998,SUR
1588,49,68,-0.33142,SUR
1589,50,81,-0.1197367,SUR
1590,51,74,-0.03780043,SUR
1591,52,65,-0.6601946,SUR
1592,53,63,-0.7051285,SUR
1593,54,61,-0.8814416,SUR
1594,55,36,-0.4382189,SUR
1595,56,26,-0.3034377,SUR
1596,57,45,-0.6649259,SUR
1597,58,72,-0.5559237,SUR
1598,59,70,-0.6568062,SUR
1599,60,71,-0.6242415,SUR
1600,61,91,-0.6518563,SUR
1601,62,70,-0.6108627,SUR
1602,63,68,-0.5143866,SUR
1603,64,64,-0.6182088,SUR
1604,65,51,-0.7294692,SUR
1605,66,48,-0.8406888,SUR
1606,67,65,-0.6608066,SUR
1607,68,61,-0.730428,SUR
1608,69,79,-0.7086001,SUR
1609,70,52,-0.6669608,SUR
1610,71,72,-0.7597644,SUR
1611,72,79,-0.4811402,SUR
1612,73,89,-0.6478797,SUR
1613,74,88,-0.6911758,SUR
1614,1,40,0.9832769,ECU
1615,2,35,1.407613,ECU
1616,3,92,0.8604195,ECU
1617,4,59,0.5088109,ECU
1618,5,53,0.7697349,ECU
1619,6,25,0.2199212,ECU
1620,7,48,0.678365,ECU
1621,8,25,0.9346691,ECU
1622,9,30,-0.1051607,ECU
1623,10,27,0.1712368,ECU
1624,11,59,0.6875042,ECU
1625,12,33,0.6076095,ECU
1626,13,33,0.9601176,ECU
1627,14,54,0.7567984,ECU
1628,15,91,0.3541146,ECU
1629,16,71,0.6942449,ECU
1630,17,36,0.6762675,ECU
1631,18,27,0.7763476,ECU
1632,20,20,0.7379512,ECU
1633,21,33,0.8418064,ECU
1634,22,53,0.6246174,ECU
1635,23,34,0.104424,ECU
1636,24,33,0.5186089,ECU
1637,25,55,0.3505996,ECU
1638,26,115,0.3361814,ECU
1639,27,84,0.1671448,ECU
1640,28,88,0.2526833,ECU
1641,29,66,0.5666111,ECU
1642,30,58,0.3560701,ECU
1643,31,85,0.1556568,ECU
1644,32,91,0.2629065,ECU
1645,33,125,0.3427423,ECU
1646,34,121,0.01609202,ECU
1647,35,103,0.04922382,ECU
1648,36,134,-0.1388252,ECU
1649,37,158,-0.1421893,ECU
1650,38,148,-0.1921901,ECU
1651,39,149,-0.1256712,ECU
1652,40,152,-0.0122064,ECU
1653,41,151,-0.01296295,ECU
1654,42,141,-0.1395456,ECU
1655,43,134,-0.2006266,ECU
1656,44,114,-0.3371226,ECU
1657,45,85,-0.5191444,ECU
1658,46,74,-0.4288553,ECU
1659,47,73,-0.3286714,ECU
1660,48,63,-0.2522248,ECU
1661,49,67,-0.484811,ECU
1662,50,81,0.1018497,ECU
1663,51,71,-0.2738137,ECU
1664,52,71,-0.05368457,ECU
1665,53,62,-0.07104552,ECU
1666,54,65,-0.3495065,ECU
1667,55,67,-0.37578,ECU
1668,56,68,-0.3596974,ECU
1669,57,74,-0.2786031,ECU
1670,58,75,-0.4300036,ECU
1671,59,71,-0.371903,ECU
1672,60,74,-0.2304356,ECU
1673,61,92,-0.2384835,ECU
1674,62,79,-0.3710507,ECU
1675,63,74,-0.4728957,ECU
1676,64,67,-0.6893684,ECU
1677,65,68,-0.6411438,ECU
1678,66,68,-1.565263,ECU
1679,67,69,-1.219624,ECU
1680,68,63,-1.300907,ECU
1681,69,80,-1.22853,ECU
1682,70,73,-1.11757,ECU
1683,71,78,-0.9681597,ECU
1684,72,88,-0.9260967,ECU
1685,73,95,-0.5931539,ECU
1686,74,91,-0.4497348,ECU
1687,1,40,2.030039,PER
1688,2,38,1.656861,PER
1689,3,90,1.529313,PER
1690,4,63,1.141672,PER
